,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
4888,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,6890,46,B9,8796 24TH   AVENUE,11214,2,0,2,2929,3630,1965,1,B9,1288000,40.59534833,-73.99350414,-2.465128235663788,0.9426899446592056,7
3973,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,3916,13,B2,48 NORWOOD AVENUE,11208,2,0,2,2000,2208,1910,1,B2,325000,40.68492523,-73.87997541,-3.1791507026945984,-0.5993086898112655,1
985,Bronx,Bronxdale,02 TWO FAMILY DWELLINGS                    ,1,4631,3,B1,769 BARTHOLDI STREET,10467,2,0,2,2375,2620,1920,1,B1,530000,40.87402239,-73.86420043,-2.9136465855120397,-0.0893064769174943,11
6106,Queens,Astoria,01 ONE FAMILY DWELLINGS                    ,1,878,76,A5,21-17 22ND   DRIVE,11105,1,0,1,864,1152,1920,1,A5,545000,40.77887719,-73.91764620000002,-4.674491379567399,-1.2724228502138548,4
7123,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9289,22,B3,105-08 JAMAICA AVENUE,11418,2,0,2,1765,2080,1920,1,B3,580000,40.69521451,-73.84162803,-3.239214806297478,-0.7490221669269619,2
7073,Queens,Queens Village,01 ONE FAMILY DWELLINGS                    ,1,11106,53,S1,218-26 HEMPSTEAD AVENUE,11429,1,1,2,1725,2000,1930,1,S1,370000,40.71365618,-73.73710835,-4.061270131808636,-0.2698026946569883,10
3352,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3390,48,C0,1211 HANCOCK STREET,11221,3,0,3,1900,2565,1910,1,C0,1350000,40.69184089,-73.91160437,-1.9798236281850368,-0.7825297084588826,5
3623,Brooklyn,Clinton Hill,01 ONE FAMILY DWELLINGS                    ,1,1945,33,A4,370 WASHINGTON AVENUE,11238,1,0,1,2000,3248,1899,1,A4,3850000,40.68768974,-73.96574899,-3.3269662311975727,1.2825959893176668,9
4766,Brooklyn,Flatlands,01 ONE FAMILY DWELLINGS                    ,1,7845,9,A5,2075 SCHENECTADY AVENUE,11234,1,0,1,1500,1885,1955,1,A5,500000,40.62141149,-73.93004756,-4.375645418644071,-0.5058014509000749,2
1102,Bronx,East Tremont,30 WAREHOUSES                              ,4,3908,40,E1,365 MORRIS PARK AVENUE,10460,0,1,1,3200,4709,1990,4,E1,885000,40.83869103,-73.87489076,-3.897783660515348,2.5079856701322667,0
4836,Brooklyn,Gowanus,02 TWO FAMILY DWELLINGS                    ,1,461,29,B9,108 2ND STREET,11231,2,0,2,2000,2130,1899,1,B9,3250000,40.67777132,-73.99192447,-2.7150186155013833,0.24621732671384464,3
2303,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1763,7,B3,215 SPENCER STREET,11205,2,0,2,2000,2200,1901,1,B3,2300000,40.69170526,-73.95455853,-2.852277356639954,-0.01601120326051901,4
4668,Brooklyn,Flatbush-North,01 ONE FAMILY DWELLINGS                    ,1,4810,1,S1,631 NEW YORK AVENUE,11203,1,1,2,1900,2304,1910,1,S1,450000,40.65896907,-73.94750822,-3.9182944200349694,-0.022834905127284984,11
5455,Brooklyn,Park Slope,01 ONE FAMILY DWELLINGS                    ,1,1072,50,A9,45 MONTGOMERY PLACE,11215,1,0,1,2697,5730,1901,1,A9,12600000,40.67107785,-73.97273828,-1.1298158398929994,5.243252415578948,9
3646,Brooklyn,Clinton Hill,02 TWO FAMILY DWELLINGS                    ,1,1965,58,B1,354 GRAND AVENUE,11238,2,0,2,1300,1780,1899,1,B1,1384820,40.68586308,-73.96233755,-3.2969640130492643,-1.002286420774176,9
7540,Staten Island,Dongan Hills,01 ONE FAMILY DWELLINGS                    ,1,3339,41,A5,21 PERINE AVENUE,10305,1,0,1,790,940,1990,1,A5,450000,40.58916299,-74.09304523,-4.825013324496734,-1.3668184887650598,5
6093,Queens,Arverne,02 TWO FAMILY DWELLINGS                    ,1,16089,39,B2,208 BEACH BREEZE PLACE,11692,2,0,2,2135,2905,2004,1,B2,670000,40.58884313,-73.80277053,-2.989692607521443,-0.09286601807766412,7
4363,Brooklyn,Flatbush-Central,01 ONE FAMILY DWELLINGS                    ,1,5087,57,S1,784 ROGERS AVENUE,11226,1,1,2,1553,2454,1920,1,S1,2500000,40.65180848,-73.95261839,-3.654904401535591,0.3575498297458409,11
2310,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1772,22,B3,170 HART STREET,11206,2,0,2,1800,2268,1910,1,B3,980000,40.69357462,-73.94482765,-3.111044254251752,-0.5499388463479515,3
304,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2,1630,65,C1,122 EAST 103RD STREET,10029,24,0,24,4491,17615,1910,2,C1,7300000,40.79062781,-73.94853311,23.759755169508065,-3.1111117998587288,3
4893,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,6913,62,B1,182 BAY 46TH STREET,11214,2,0,2,1933,2120,1930,1,B1,910000,40.58879114,-73.98835243,-3.147823102102491,-0.488970622472084,2
1769,Bronx,Soundview,07 RENTALS - WALKUP APARTMENTS             ,2A,3861,132,C3,1379 BRONX RIVER AVE,10472,4,0,4,3002,3564,1927,2,C3,270000,40.83363201,-73.87991590000001,-0.6170601017325937,-0.3860451971047252,5
280,Manhattan,Harlem-Central,37 RELIGIOUS FACILITIES                    ,4,1753,65,M4,14 E 129TH STREET,10035,0,1,1,1856,2620,1890,4,M4,1855000,40.80858679,-73.93960104,-4.565230693433571,0.9594957755609363,3
6645,Queens,Flushing-South,01 ONE FAMILY DWELLINGS                    ,1,6598,18,A5,136-57 71ST   ROAD,11367,1,0,1,1800,1857,1940,1,A5,702500,40.72641286,-73.82548792,-4.241995830447372,-0.21689690092228114,6
6657,Queens,Flushing-South,02 TWO FAMILY DWELLINGS                    ,1,6527,74,B3,144-39 MELBOURNE AVENUE,11367,2,0,2,2034,2232,1950,1,B3,246000,40.73446341,-73.82383567,-3.190481123960089,-0.5529318435062978,6
4632,Brooklyn,Flatbush-Lefferts Garden,02 TWO FAMILY DWELLINGS                    ,1,4814,76,B1,329 HAWTHORNE STREET,11225,2,0,2,2025,2096,1899,1,B1,950000,40.65790043,-73.94935553,-3.093889308120425,-0.4340413069019207,0
1856,Bronx,Westchester,02 TWO FAMILY DWELLINGS                    ,1,3970,40,B1,1415 ZEREGA AVENUE,10462,2,0,2,2067,2700,1991,1,B1,350000,40.83717361,-73.84729673,-3.0548745406027837,-0.3146535924950668,5
6947,Queens,Maspeth,02 TWO FAMILY DWELLINGS                    ,1,2784,7,B1,68-04 ELIOT AVENUE,11379,2,0,2,2200,2836,1965,1,B1,950000,40.71889016,-73.89228069,-2.894589606488089,-0.006268398382727251,1
1148,Bronx,Highbridge/Morris Heights,02 TWO FAMILY DWELLINGS                    ,1,2877,447,B1,1766 POPHAM AVENUE,10453,2,0,2,2500,3675,1920,1,B1,475000,40.8512886,-73.9186337,-2.6396343816002497,0.3195299411641778,5
4703,Brooklyn,Flatbush-North,03 THREE FAMILY DWELLINGS                  ,1,4589,16,C0,820 MAPLE STREET,11203,3,0,3,2000,2320,1935,1,C0,510000,40.66191059,-73.93283913,-2.163239403583709,-1.0043396671028328,11
3059,Brooklyn,Borough Park,22 STORE BUILDINGS                         ,4,5436,143,K4,4620 16TH   AVENUE,11204,0,2,2,800,1440,1945,4,K4,775000,40.63233029999999,-73.9842112,-5.153622869240262,-0.4805201694829179,11
7318,Queens,South Jamaica,01 ONE FAMILY DWELLINGS                    ,1,10041,15,A5,143-19 105TH AVENUE,11435,1,0,1,1358,1440,1930,1,A5,300000,40.69187594,-73.80821142,-4.532377441577988,-0.8415601629138014,2
3997,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,4119,80,B1,18 DANFORTH STREET,11208,2,0,2,1619,1980,1901,1,B1,679000,40.68671492,-73.87238397,-3.2785143822197313,-0.8873051263003738,5
1039,Bronx,Castle Hill/Unionport,07 RENTALS - WALKUP APARTMENTS             ,2A,3807,65,C3,2143 CHATTERTON AVENUE,10472,4,0,4,2575,3403,1927,2,C3,525000,40.82816438,-73.85159416,-0.7363962715867337,-0.7142531777387467,0
5765,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,739,69,B9,521 45TH STREET,11220,2,0,2,1995,2352,1901,1,B9,770000,40.64757096,-74.00680468,-3.0715342466762565,-0.4327200331857723,9
6201,Queens,Astoria,07 RENTALS - WALKUP APARTMENTS             ,2A,674,35,C2,34-50 42ND   STREET,11101,6,0,6,2780,5200,1918,2,C2,1000000,40.75470915,-73.92030676,1.7664344836795338,-0.8957165145096915,9
6401,Queens,Corona,07 RENTALS - WALKUP APARTMENTS             ,2A,1786,5,C2,112-10 39TH   AVENUE,11368,5,0,5,3125,3646,1931,2,C2,770000,40.75287316,-73.85456559,0.4744878286200546,-0.6235207271296304,3
739,Manhattan,Washington Heights Lower,02 TWO FAMILY DWELLINGS                    ,1,2108,64,B3,953 ST.NICHOLAS AVE,10032,2,0,2,1070,1656,1901,1,B3,700000,40.8329623,-73.9407377,-3.476827460573119,-1.433121830998666,8
4625,Brooklyn,Flatbush-Lefferts Garden,02 TWO FAMILY DWELLINGS                    ,1,1320,68,B1,263 LEFFERTS AVENUE,11225,2,0,2,2000,2108,1910,1,B1,10,40.66226446,-73.95248223,-3.2567041473204266,-0.7264963384317581,4
525,Manhattan,Midtown West,21 OFFICE BUILDINGS                        ,4,1270,15,O5,33 WEST 54TH   STREET,10019,0,5,5,2008,6848,1920,4,O5,10675000,40.76187221,-73.97730959,-1.2254587534576418,5.346237377622415,9
3852,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1400,38,B1,1568 UNION STREET,11213,2,0,2,1900,3540,1901,1,B1,1225000,40.66812156,-73.93726387,-2.742490693055476,-0.0146211210118777,3
3588,Brooklyn,Carroll Gardens,03 THREE FAMILY DWELLINGS                  ,1,370,40,C0,37 4TH PLACE,11231,3,0,3,2000,2520,1899,1,C0,2400000,40.6786069,-74.00064634,-1.7853949718221849,-0.4065372851373927,9
6361,Queens,Corona,02 TWO FAMILY DWELLINGS                    ,1,1955,8,B3,109-04 CORONA AVENUE,11368,2,0,2,1463,1880,1910,1,B3,800000,40.74221946,-73.8538643,-3.321723439491618,-1.0028750330441438,3
1342,Bronx,Morris Park/Van Nest,03 THREE FAMILY DWELLINGS                  ,1,4092,7,C0,940 VAN NEST AVENUE,10462,3,0,3,2700,3228,1955,1,C0,545000,40.84592902,-73.85705826,-1.7247863017759175,-0.1163778894260231,1
55,Manhattan,Civic Center,21 OFFICE BUILDINGS                        ,4,173,2,O5,85 WORTH,10013,0,5,5,4764,20700,1920,4,O5,3150000,40.71666594,-74.00529842,1.6038409376651708,9.595251658155282,8
287,Manhattan,Harlem-East,02 TWO FAMILY DWELLINGS                    ,1,1807,133,B1,436 EAST 120 STREET,10035,2,0,2,1682,3000,1899,1,B1,424797,40.79793929,-73.93209014,-3.036566204471721,-0.6000923894214938,9
3557,Brooklyn,Canarsie,29 COMMERCIAL GARAGES                      ,4,8115,58,G2,706 EAST 98TH STREET,11236,0,1,1,2000,2700,1957,4,G2,585000,40.65263319,-73.90921073,-4.776007355758507,0.7778411248034083,7
531,Manhattan,Murray Hill,01 ONE FAMILY DWELLINGS                    ,1,893,71,A4,132 EAST 38TH   STREET,10016,1,0,1,495,1920,1910,1,A4,3850000,40.74899593,-73.97815313,-4.0594167733621935,-0.3627864481369965,3
404,Manhattan,Harlem-Upper,07 RENTALS - WALKUP APARTMENTS             ,2A,2060,154,C3,462 WEST 146 STREET,10031,4,0,4,1998,4816,1926,2,C3,1600000,40.82547784,-73.94618216,-0.3867267093030209,-0.4416118830934095,9
864,Bronx,Baychester,03 THREE FAMILY DWELLINGS                  ,1,4725,142,C0,1459 HICKS STREET,10469,3,0,3,2216,3420,1988,1,C0,660000,40.87885176,-73.84905364,-1.8084786062027047,-0.397253755443764,6
7300,Queens,Ridgewood,22 STORE BUILDINGS                         ,4,3443,6,K4,2-89 ST NICHOLAS AVENUE,11385,1,1,2,2505,3375,1931,4,K4,1250000,40.70168008,-73.91169771,-3.3691277630550154,1.064440125232142,5
1887,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4647,21,B3,3638 WILLETT AVENUE,10467,2,0,2,2508,2604,1925,1,B3,649000,40.88063515,-73.86586241,-2.861962892426824,0.056602821912833036,0
5862,Brooklyn,Sunset Park,07 RENTALS - WALKUP APARTMENTS             ,2B,846,51,C1,355 58TH   STREET,11220,8,0,8,2671,6916,1906,2,C1,1600000,40.64244299,-74.01793679,4.177374286092476,-1.328306027131155,9
1577,Bronx,Parkchester,02 TWO FAMILY DWELLINGS                    ,1,4029,51,B2,1744 GARFIELD ST,10460,2,0,2,2500,3357,1920,1,B2,325000,40.84355456,-73.86910216,-2.742610692345269,0.17699127112991214,5
1312,Bronx,Melrose/Concourse,37 RELIGIOUS FACILITIES                    ,4,2402,15,M1,376-378 EAST 156TH STREET,10455,0,1,1,5000,6960,1901,4,M1,556800,40.82098814,-73.91632016,-2.8663488867481024,4.515150889743929,9
430,Manhattan,Harlem-West,07 RENTALS - WALKUP APARTMENTS             ,2A,1967,173,C2,8 CONVENT AVENUE,10027,6,0,6,799,1850,1926,2,C2,1500000,40.8130265,-73.9531603,0.5040622286599211,-3.4045132226639763,8
7127,Queens,Richmond Hill,02 TWO FAMILY DWELLINGS                    ,1,9317,27,B3,110-03 ATLANTIC AVENUE,11418,2,0,2,1805,1956,1920,1,B3,400000,40.69202386,-73.83559916,-3.287267100819252,-0.8075818805487553,2
2009,Brooklyn,Bath Beach,03 THREE FAMILY DWELLINGS                  ,1,6446,7,C0,219 BAY 28TH STREET,11214,3,0,3,2625,3661,1970,1,C0,1260000,40.59841803,-73.99982174,-1.57531454524198,0.17868419619526865,2
5573,Brooklyn,Park Slope South,02 TWO FAMILY DWELLINGS                    ,1,1024,20,B3,446 11 ST,11215,2,0,2,1667,2110,1910,1,B3,700000,40.66626915,-73.98386447,-3.2347406466375648,-0.7924683186140921,9
5577,Brooklyn,Park Slope South,02 TWO FAMILY DWELLINGS                    ,1,1035,58,B3,293 14TH STREET,11215,2,0,2,1875,1984,1901,1,B3,1450000,40.66545382,-73.98726756,-3.0798180060668887,-0.4405549171632068,4
7578,Staten Island,Great Kills,02 TWO FAMILY DWELLINGS                    ,1,4645,107,B9,20 MEADOW LANE,10306,2,0,2,2054,2142,1994,1,B9,618900,40.55477576,-74.14226656,-3.1887927790087307,-0.4119480444461131,6
157,Manhattan,Greenwich Village-West,07 RENTALS - WALKUP APARTMENTS             ,2,624,60,C7,65-67 BANK STREET,10014,35,1,36,5000,25614,1910,2,C7,31000000,40.7367633,-74.00443691,40.56876630464549,1.2467606533314308,8
338,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2,1667,25,C7,22911/2 2 AVENUE,10035,11,1,12,2769,14550,1910,2,C7,9839200,40.72402719,-73.990946,10.503979170083923,2.0766757435786176,4
5331,Brooklyn,Ocean Hill,37 RELIGIOUS FACILITIES                    ,4,1524,32,M1,244-246 HOWARD AVENUE,11233,0,1,1,6375,12937,1931,4,M1,1600000,40.67961181,-73.91937601,-0.9367041065438824,7.813798077174889,4
91,Manhattan,Flatiron,21 OFFICE BUILDINGS                        ,4,851,54,O6,30 EAST 23RD   STREET,10010,0,9,9,2450,22512,1912,4,O6,26500000,40.74066371,-73.98759223,6.060232394932478,15.520840266723098,4
6864,Queens,Jamaica,14 RENTALS - 4-10 UNIT                     ,2A,9985,7,S9,144-42 JAMAICA AVENUE,11435,2,2,4,2560,4600,1922,2,S9,1200000,40.70204327,-73.81058456,-1.874065824272312,1.0178123760138045,2
3227,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3294,14,B1,938 BUSHWICK AVENUE,11221,2,0,2,1857,2400,1901,1,B1,10,40.69265166,-73.92379502,-3.2188136482444216,-0.7643729203622127,1
762,Manhattan,Washington Heights Lower,14 RENTALS - 4-10 UNIT                     ,2A,2107,9,S5,914 ST NICHOLAS AVENUE,10032,5,1,6,1088,3068,1900,2,S5,1515000,40.83137317,-73.9411676,0.140706891087819,-2.219067651706752,8
5585,Brooklyn,Park Slope South,02 TWO FAMILY DWELLINGS                    ,1,1053,34,B3,212 16 STREET,11215,2,0,2,1842,1890,1901,1,B3,1850000,40.66432418,-73.98857236,-3.046742584655532,-0.3766317592913181,4
4691,Brooklyn,Flatbush-North,02 TWO FAMILY DWELLINGS                    ,1,4828,4,S2,1285 NOSTRAND AVENUE,11226,2,1,3,1710,3000,1930,1,S2,1150000,40.65570246,-73.95007508,-2.7301351031477377,-0.2585796888926592,6
6255,Queens,Bayside,02 TWO FAMILY DWELLINGS                    ,1,5900,219,B1,211-26 23RD AVENUE,11360,2,0,2,2100,3265,1973,1,B1,970000,40.78001538,-73.77987899,-2.8154092641817523,0.05324142993193568,6
480,Manhattan,Lower East Side,22 STORE BUILDINGS                         ,4,426,27,K2,201 CHRYSTIE STREET,10002,0,1,1,2500,5000,1900,4,K2,8000000,40.72219347,-73.99179402,-2.844229748060976,4.070267384509741,4
1853,Bronx,Westchester,02 TWO FAMILY DWELLINGS                    ,1,3966,19,B1,2167 GLEBE AVENUE,10462,2,0,2,3250,4397,1910,1,B1,710000,40.83635104,-73.85071536,-2.2195941600108866,1.2237282353697247,0
5939,Brooklyn,Williamsburg-East,03 THREE FAMILY DWELLINGS                  ,1,2764,37,C0,133 DEVOE STREET,11211,3,0,3,2500,2550,1910,1,C0,3800000,40.71370246,-73.94535515,-1.4120449943702449,0.44766305225722797,5
2180,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1593,48,B3,421 HART STREET,11221,2,0,2,2000,2160,1899,1,B3,1700000,40.69497241,-73.93326407,-2.95813753449662,-0.21011183067545194,9
5112,Brooklyn,Marine Park,02 TWO FAMILY DWELLINGS                    ,1,8519,65,B1,2054 EAST 34TH STREET,11234,2,0,2,1800,1890,1935,1,B1,717000,40.60778733,-73.93172245,-3.2723721422842567,-0.7236676243737931,2
145,Manhattan,Greenwich Village-West,03 THREE FAMILY DWELLINGS                  ,1,623,49,C0,269 WEST 11TH   STREET,10014,3,0,3,2996,5750,1910,1,C0,27400000,40.73610435,-74.00419752,3.3136665083277985,8.912864718259229,4
6816,Queens,Jackson Heights,03 THREE FAMILY DWELLINGS                  ,1,1007,34,C0,75-03 ASTORIA BOULEVARD,11370,3,0,3,2781,2920,1960,1,C0,915000,40.7658446,-73.89275867,-1.7308380903781555,-0.028073252554964952,8
6122,Queens,Astoria,02 TWO FAMILY DWELLINGS                    ,1,654,94,S2,25-74 STEINWAY STREET,11103,2,1,3,1789,4320,1920,1,S2,1885000,40.76615609,-73.91319676,-2.2523795429173554,0.4215708251212693,4
9,Manhattan,Alphabet City,22 STORE BUILDINGS                         ,4,390,34,K4,115 AVENUE C,10009,0,1,1,1218,3586,1899,4,K4,3700000,40.72437418,-73.97868001,-4.236291579762002,1.2829883861275595,3
5539,Brooklyn,Park Slope,07 RENTALS - WALKUP APARTMENTS             ,2A,1067,22,C2,848 PRESIDENT STREET,11215,5,0,5,2083,3916,1920,2,C2,2200000,40.6733467,-73.9748315,0.4720834456472627,-0.988335256162896,8
1900,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4694,61,B1,1028 EAST 212 STREET,10469,2,0,2,2138,2314,2004,1,B1,699000,40.87579126,-73.85599983,-3.0689320247660716,-0.25639819569813743,6
4550,Brooklyn,Flatbush-East,03 THREE FAMILY DWELLINGS                  ,1,4737,10,C0,5224 TILDEN AVENUE,11203,3,0,3,2000,2784,1920,1,C0,900000,40.64831557,-73.9272998,-1.985246178258521,-0.7594739254041293,11
4559,Brooklyn,Flatbush-East,03 THREE FAMILY DWELLINGS                  ,1,4902,24,C0,114 EAST 32ND STREET,11226,3,0,3,2000,2080,1910,1,C0,350000,40.64802134,-73.94738939,-2.235003561108267,-1.146920320908131,6
6562,Queens,Far Rockaway,03 THREE FAMILY DWELLINGS                  ,1,15808,19,C0,3007 SEAGIRT AVENUE,11691,3,0,3,2141,3180,2004,1,C0,388000,40.59586603,-73.73904697,-1.9953867625696609,-0.606200588725749,10
5240,Brooklyn,Ocean Hill,02 TWO FAMILY DWELLINGS                    ,1,1551,50,S2,2142 FULTON STREET,11233,2,1,3,2000,3000,1920,1,S2,999000,40.67827454,-73.91134378,-2.6650629149144693,-0.07146657636121738,4
732,Manhattan,Upper West Side (96-116),07 RENTALS - WALKUP APARTMENTS             ,2,1879,43,C4,216 WEST 108 STREET,10025,15,0,15,2489,9440,1900,2,C4,5243000,40.80213079,-73.96576263,12.16519272266077,-3.2390613006798423,4
3366,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3412,11,C0,1216 HALSEY STREET,11207,3,0,3,2200,2565,1920,1,C0,131250,40.69185628,-73.90916071,-2.0978905716653804,-0.8898760917518715,5
1895,Bronx,Williamsbridge,02 TWO FAMILY DWELLINGS                    ,1,4674,35,B9,817 EAST 215 STREET,10467,2,0,2,2510,3230,1970,1,B9,500,40.87960169,-73.86065139,-2.8419353405184,0.09296107438245667,11
1630,Bronx,Schuylerville/Pelham Bay,02 TWO FAMILY DWELLINGS                    ,1,5376,37,B3,2887 CODDINGTON AVENUE,10461,2,0,2,3081,3210,1920,1,B3,665000,40.83946988,-73.83217575,-2.5607841967230707,0.7170035530847421,0
7672,Staten Island,Port Richmond,02 TWO FAMILY DWELLINGS                    ,1,1078,46,B2,88 MAPLE AVENUE,10302,2,0,2,1500,1840,1920,1,B2,383224,40.63787324,-74.13482348,-3.4013379017813348,-1.0981572601560423,8
3562,Brooklyn,Carroll Gardens,01 ONE FAMILY DWELLINGS                    ,1,360,54,A5,3A 2ND PLACE,11231,1,0,1,1279,2880,1899,1,A5,3200000,40.68059414,-74.00095442,-3.722478809683977,0.37630079376153386,9
6842,Queens,Jackson Heights,07 RENTALS - WALKUP APARTMENTS             ,2,1467,30,C1,35-52 94TH   STREET,11372,16,0,16,4000,12760,1930,2,C1,3600000,40.75143872,-73.87328931,14.056690463501722,-1.9577026227888663,9
2260,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1668,88,B9,639 MACON STREET,11233,2,0,2,2000,3600,1899,1,B9,2315000,40.68388635,-73.92558626,-2.520100926453781,0.412070914555581,8
5332,Brooklyn,Ocean Hill,37 RELIGIOUS FACILITIES                    ,4,1552,59,M1,1325 HERKIMER STREET,11233,0,1,1,10000,12000,1910,4,M1,4200000,40.67746741,-73.90943888,0.2946376885119432,11.305955397572856,3
3367,Brooklyn,Bushwick,03 THREE FAMILY DWELLINGS                  ,1,3412,11,C0,1216 HALSEY STREET,11207,3,0,3,2200,2565,1920,1,C0,21875,40.69185628,-73.90916071,-2.1156040279566355,-0.9226795171179716,5
4890,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,6896,43,B9,8784 26 AVENUE,11214,2,0,2,1933,2500,1965,1,B9,985000,40.59286416,-73.9889045,-3.06306258863832,-0.3205915568483235,7
4708,Brooklyn,Flatbush-North,03 THREE FAMILY DWELLINGS                  ,1,4646,7,C0,1018 CLARKSON AVENUE,11212,3,0,3,2350,3420,1920,1,C0,420000,40.65843935,-73.92419496,-1.8120523012262648,-0.4187029844062449,6
6952,Queens,Maspeth,03 THREE FAMILY DWELLINGS                  ,1,2387,131,C0,50-12 66 STREET,11377,3,0,3,2000,3320,1915,1,C0,1100000,40.73656537,-73.89900923,-1.8082824375827056,-0.5398614360582709,8
4648,Brooklyn,Flatbush-Lefferts Garden,03 THREE FAMILY DWELLINGS                  ,1,5039,30,C0,280 RUTLAND ROAD,11225,3,0,3,3000,3072,1901,1,C0,1620000,40.65930457,-73.95147838,-1.5057389735661133,0.36008298523205673,0
4883,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,6867,11,B9,8671 25TH AVENUE,11214,2,0,2,1933,2070,1960,1,B9,1088000,40.59652357,-73.98861204,-3.1448979984365804,-0.4247627679281578,7
4712,Brooklyn,Flatbush-North,03 THREE FAMILY DWELLINGS                  ,1,4802,20,C0,440 MIDWOOD STREET,11225,3,0,3,1800,3240,2004,1,C0,1100000,40.66035653,-73.94611846,-1.9417593456444504,-0.6541677539114007,11
2452,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1651,19,C0,754 PUTNAM AVENUE,11221,3,0,3,1900,3620,1899,1,C0,1210000,40.68609465,-73.93161918,-1.7473866760803483,-0.5129161258057827,8
2216,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1635,71,B3,549 MONROE STREET,11221,2,0,2,1875,2362,1899,1,B3,1370000,40.68728543,-73.93478418,-3.0003729094489167,-0.3517239120988785,8
4657,Brooklyn,Flatbush-Lefferts Garden,07 RENTALS - WALKUP APARTMENTS             ,4,5026,302,HR,205 PARKSIDE AVENUE,11226,19,0,19,3964,15300,1910,2,C7,750000,40.65532437,-73.96081231,17.105671440077213,-3.6370411092626695,6
3854,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1406,27,B1,1524 PRESIDENT STREET,11213,2,0,2,2946,3492,1901,1,B1,10,40.66734254,-73.93796162,-2.6574664721255767,0.4735658019097101,3
425,Manhattan,Harlem-Upper,32 HOSPITAL AND HEALTH FACILITIES          ,4,2067,1,I5,1861 AMSTERDAM AVENUE,10031,0,1,1,6072,11500,1952,4,I5,8000000,40.82977092,-73.94424675,-0.30786619539967297,9.06483370417364,3
7336,Queens,South Ozone Park,02 TWO FAMILY DWELLINGS                    ,1,11599,6,B2,109-02 LEFFERTS BOULEVARD,11420,2,0,2,2375,2480,1930,1,B2,675000,40.68210091,-73.8221828,-2.96556639494216,-0.08322848521302095,2
4511,Brooklyn,Flatbush-East,02 TWO FAMILY DWELLINGS                    ,1,4889,38,B9,3507 SNYDER AVENUE,11203,2,0,2,2200,2352,1910,1,B9,470000,40.64926043,-73.94425173,-3.0691903861366376,-0.34524862754986857,0
4190,Brooklyn,East New York,02 TWO FAMILY DWELLINGS                    ,1,4184,62,S2,1217 LIBERTY AVENUE,11208,2,1,3,2252,3300,1920,1,S2,775000,40.67905141,-73.86451693,-2.561044196426729,0.16158820683831138,5
3110,Brooklyn,Brooklyn Heights,03 THREE FAMILY DWELLINGS                  ,1,261,22,C0,271 HICKS STREET,11201,3,0,3,2160,5202,1901,1,C0,4950000,40.69327276,-73.99674951,-0.6910726342466446,1.3090398127793583,4
5785,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,806,67,B9,329 53RD   STREET,11220,2,0,2,1803,2184,1920,1,B9,389500,40.64560701,-74.01566853,-3.23686975806349,-0.741158748151619,9
5270,Brooklyn,Ocean Hill,03 THREE FAMILY DWELLINGS                  ,1,1468,28,C0,1557 EASTERN PARKWAY,11233,3,0,3,1600,2610,1920,1,C0,625000,40.67102321,-73.91637204,-2.1799817280805684,-1.227461388422386,3
