,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,lat,lng,pca_x,pca_y,cluster
2419,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1589,80,C0,787 WILLOUGHBY AVE,11206,3,0,3,2000,2800,1899,1,C0,10,40.69528741,-73.93704415,-2.107301411521377,-1.0418281800515652,8
5478,Brooklyn,Park Slope,02 TWO FAMILY DWELLINGS                    ,1,956,70,B3,691 PRESIDENT STREET,11215,2,0,2,1686,2295,1899,1,B3,2925000,40.67537937,-73.97986291,-2.818054811347219,-0.062497103438966424,8
5810,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,898,74,B9,317 22ND STREET,11215,2,0,2,1669,2112,1940,1,B9,1150000,40.65908009,-73.99116522,-3.177363137157345,-0.6293239559351606,9
4021,Brooklyn,Cypress Hills,03 THREE FAMILY DWELLINGS                  ,1,3918,27,C0,85 ARLINGTON AVENUE,11207,3,0,3,2108,2268,1910,1,C0,780000,40.679880299999994,-73.89144602,-2.0868047868722246,-0.8712500451178855,1
2394,Brooklyn,Bedford Stuyvesant,02 TWO FAMILY DWELLINGS                    ,1,1853,51,B3,197 MACDONOUGH STREET,11216,2,0,2,2000,3360,1899,1,B3,2190000,40.6816314,-73.93837509,-2.597043383422466,0.3017291787439458,3
62,Manhattan,Clinton,07 RENTALS - WALKUP APARTMENTS             ,2,1067,55,C4,454 WEST 58TH   STREET,10019,12,0,12,2502,9625,1910,2,C4,11435000,40.76937775,-73.98717338,10.281660843951412,0.2433367510720948,9
900,Bronx,Bedford Park/Norwood,02 TWO FAMILY DWELLINGS                    ,1,3324,103,B1,3406 KNOX PLACE,10467,2,0,2,2500,4040,1920,1,B1,575000,40.88147594,-73.88397011,-2.53288779097371,0.4604988526987752,0
2068,Brooklyn,Bay Ridge,02 TWO FAMILY DWELLINGS                    ,1,5920,136,B1,7306 6 AVENUE,11209,2,0,2,1920,2850,1915,1,B1,1200000,40.62966267,-74.01966215,-2.9152032350286228,-0.2026619885521457,11
3596,Brooklyn,Carroll Gardens,07 RENTALS - WALKUP APARTMENTS             ,2A,349,1,C3,589 HICKS,11231,4,0,4,2000,4000,1900,2,C3,2283750,40.68291367,-74.00172307,-0.4791642064472901,-0.506873229486532,8
3584,Brooklyn,Carroll Gardens,03 THREE FAMILY DWELLINGS                  ,1,349,42,C0,107 CARROLL STREET,11231,3,0,3,2083,2651,1901,1,C0,2375000,40.68252588,-74.0017333,-1.7353087385371258,-0.3033380512616971,3
3402,Brooklyn,Bushwick,07 RENTALS - WALKUP APARTMENTS             ,2A,3236,16,C2,842 HART STREET,11237,6,0,6,2500,5250,1931,2,C2,1261893,40.70215016,-73.92246887,1.7254155295322386,-1.0244223726741828,1
7293,Queens,Ridgewood,07 RENTALS - WALKUP APARTMENTS             ,2A,3575,22,C2,1826 GEORGE STREET,11385,6,0,6,2502,4875,1931,2,C2,1400000,40.69979747,-73.90076631,1.658288502103894,-1.095748383205558,5
7607,Staten Island,Mariners Harbor,02 TWO FAMILY DWELLINGS                    ,1,1224,13,S2,2958 RICHMOND TERRACE,10303,2,1,3,2025,3550,1945,1,S2,400000,40.6368005,-74.1586815,-2.635453097319944,-0.03850934137328111,4
7344,Queens,South Ozone Park,14 RENTALS - 4-10 UNIT                     ,2A,11745,48,S3,123-36 ROCKAWAY BOULEVARD,11420,3,1,4,2109,3200,1931,2,S3,600000,40.67541866,-73.81367703,-1.6872949106160045,-0.5481489392763881,2
6156,Queens,Astoria,03 THREE FAMILY DWELLINGS                  ,1,615,72,C0,30-96 32ND   STREET,11102,3,0,3,1750,2488,1955,1,C0,1375000,40.76418915,-73.92252528,-2.045757439815816,-0.8831370076344921,4
6542,Queens,Far Rockaway,02 TWO FAMILY DWELLINGS                    ,1,15555,70,S2,12-10 CORNAGA AVENUE,11691,2,1,3,4339,5103,1930,1,S2,860000,40.60321017,-73.74701743,-1.556112955749174,2.4775387582509705,10
3512,Brooklyn,Canarsie,02 TWO FAMILY DWELLINGS                    ,1,8212,42,S2,10408 FLATLANDS AVENUE,11236,2,1,3,1800,2480,1930,1,S2,495000,40.64716032,-73.89509601,-2.9376985024095936,-0.5392369417252095,6
7420,Queens,Woodhaven,02 TWO FAMILY DWELLINGS                    ,1,8851,237,B1,85-51 80TH STREET,11421,2,0,2,2000,2240,1920,1,B1,600000,40.69423489,-73.86314084,-3.1311714498917036,-0.4985626404427256,7
4751,Brooklyn,Flatbush-North,07 RENTALS - WALKUP APARTMENTS             ,2A,4861,17,C2,814 ALBANY AVENUE,11203,6,0,6,2983,5040,1931,2,C2,850000,40.65405912,-73.93937833,1.7369879319458434,-0.8104920873544391,11
7489,Queens,Woodside,07 RENTALS - WALKUP APARTMENTS             ,2A,1240,84,C2,56-01 ROOSEVELT AVENUE,11377,6,0,6,4263,6600,1992,2,C2,1900000,40.74522629,-73.90818645,2.6211164327274235,1.0973844233929702,8
6268,Queens,Bayside,02 TWO FAMILY DWELLINGS                    ,1,7416,8,B1,53-06 208TH   STREET,11364,2,0,2,2800,3104,1955,1,B1,1250000,40.75049144,-73.77104178,-2.6073205114213667,0.6544735512293054,7
6833,Queens,Jackson Heights,03 THREE FAMILY DWELLINGS                  ,1,1475,63,C0,37-29 87TH   STREET,11372,3,0,3,2000,2460,1920,1,C0,550000,40.74935639,-73.8794647,-2.1018973072262583,-0.9621747267794848,9
4356,Brooklyn,East New York,30 WAREHOUSES                              ,4,4385,20,E1,901 ESSEX STREET,11208,0,1,1,32600,37000,1952,4,E1,5350000,40.661857399999995,-73.87582778,12.742851767690047,38.092048894244186,1
3232,Brooklyn,Bushwick,02 TWO FAMILY DWELLINGS                    ,1,3305,60,B2,81A MENAHAN STREET,11221,2,0,2,1500,2250,1920,1,B2,950000,40.69442066,-73.92084502,-3.210719171856038,-0.8056794583932126,1
4784,Brooklyn,Flatlands,02 TWO FAMILY DWELLINGS                    ,1,7837,19,B1,1153 EAST 57TH STREET,11234,2,0,2,2400,3443,1955,1,B1,460000,40.62484188,-73.92066661,-2.7849448727750006,0.18815477211782336,6
2493,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1803,81,C0,269 QUINCY STREET,11216,3,0,3,1983,3332,1899,1,C0,1225000,40.68704737,-73.94998429,-1.788799469869261,-0.526693110883555,4
4554,Brooklyn,Flatbush-East,03 THREE FAMILY DWELLINGS                  ,1,4882,30,C0,396 E 46TH ST,11203,3,0,3,2000,2080,1899,1,C0,650000,40.65212306,-73.93436834,-2.180501196377526,-1.0665715387653485,11
142,Manhattan,Greenwich Village-West,02 TWO FAMILY DWELLINGS                    ,1,623,36,B1,56 BANK STREET,10014,2,0,2,840,2160,1899,1,B1,7000000,40.73676465,-74.00396607,-2.416258674908085,0.4160607507658097,8
2570,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2B,1663,87,C1,673 HALSEY STREET,11233,8,0,8,2700,5649,1910,2,C1,3385000,40.68462541,-73.92565474,4.176775169762618,-1.151452199516918,8
5786,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,806,67,B9,329 53RD STREET,11220,2,0,2,1803,2184,1920,1,B9,5000,40.64560701,-74.01566853,-3.2991401484085165,-0.8564768469243321,9
7389,Queens,Sunnyside,07 RENTALS - WALKUP APARTMENTS             ,2A,168,51,C3,45-42 44 STREET,11104,4,0,4,2359,2992,1928,2,C3,1330000,40.74197689,-73.92087559,-0.7778088355596829,-0.7769589362788563,9
3999,Brooklyn,Cypress Hills,02 TWO FAMILY DWELLINGS                    ,1,4132,53,B1,222 AUTUMN AVENUE,11208,2,0,2,2003,2080,1910,1,B1,695000,40.68483565,-73.87046602,-3.1490756623688467,-0.5249151866909256,0
6684,Queens,Forest Hills,22 STORE BUILDINGS                         ,4,3257,24,K2,71-63 AUSTIN STREET,11375,0,4,4,2625,3200,1935,4,K2,3300000,40.71940833,-73.84271105,-3.3528904229991348,2.472609591691388,1
4398,Brooklyn,Flatbush-Central,02 TWO FAMILY DWELLINGS                    ,1,5211,70,S2,1327 FLATBUSH AVENUE,11226,2,1,3,1452,3075,1933,1,S2,865000,40.63878475,-73.95390879,-2.835794122997325,-0.5334836133144165,6
7158,Queens,Richmond Hill,07 RENTALS - WALKUP APARTMENTS             ,2A,9520,43,C3,103-15 115TH   STREET,11419,4,0,4,2785,3000,1931,2,C3,625000,40.68652296,-73.82809261,-0.7855182366203124,-0.6311342553567774,2
6230,Queens,Astoria,14 RENTALS - 4-10 UNIT                     ,2A,663,50,S4,28-53 STEINWAY STREET,11103,4,1,5,2241,5371,1925,2,S4,1150000,40.7641698,-73.91473795,-0.04918676505726643,-0.1320249441896191,4
6406,Queens,Corona,07 RENTALS - WALKUP APARTMENTS             ,2A,1943,88,C3,104-21 53 AVENUE,11368,4,0,4,2500,2640,1931,2,C3,1200000,40.74196547,-73.85612474,-0.8465818845903837,-0.8040523854504255,3
6254,Queens,Bayside,02 TWO FAMILY DWELLINGS                    ,1,5863,584,B2,15-88 208TH STREET,11360,2,0,2,3200,3267,1975,1,B2,900000,40.78308891,-73.78470593,-2.516432238476093,0.9498056596531746,6
3676,Brooklyn,Clinton Hill,14 RENTALS - 4-10 UNIT                     ,2A,2014,16,S3,944 FULTON STREET,11238,3,1,4,2000,4500,1930,2,S3,4800000,40.6826299,-73.96300989,-0.7222955597005479,1.0176292755146197,8
7065,Queens,Ozone Park,07 RENTALS - WALKUP APARTMENTS             ,2A,9000,37,C3,95-23 75TH   STREET,11416,4,0,4,2000,3100,1920,2,C3,615000,40.68182512,-73.86335222,-0.9785373496482828,-1.2658368957620707,7
7027,Queens,Ozone Park,02 TWO FAMILY DWELLINGS                    ,1,9040,76,B1,95-39 WOODHAVEN BOULEVARD,11416,2,0,2,1219,1536,1960,1,B1,506500,40.68602994,-73.84675246,-3.5559526778258945,-1.3562762619079227,7
6577,Queens,Flushing-North,01 ONE FAMILY DWELLINGS                    ,1,5293,37,A1,36-28 167TH STREET,11358,1,0,1,1640,1720,1935,1,A1,838888,40.76203791,-73.79907725,-4.2893464925851035,-0.3549354898716446,11
6243,Queens,Astoria,22 STORE BUILDINGS                         ,4,831,20,K1,21-25 31ST   STREET,11105,0,1,1,11875,22750,1963,4,K1,8500000,40.77728864,-73.90922339,4.054744470765793,17.47256354601507,4
3867,Brooklyn,Crown Heights,03 THREE FAMILY DWELLINGS                  ,1,1222,25,C0,1272 BERGEN STREET,11213,3,0,3,2000,3672,1899,1,C0,1400000,40.67568554,-73.94303295,-1.6775772201835082,-0.3569151771915196,3
7191,Queens,Ridgewood,02 TWO FAMILY DWELLINGS                    ,1,3454,18,B2,18-16 LINDEN STREET,11385,2,0,2,2100,2520,1920,1,B2,1100000,40.70405785,-73.90876204,-2.9520855801615262,-0.17944477930002148,5
7388,Queens,Sunnyside,07 RENTALS - WALKUP APARTMENTS             ,2,163,11,C1,43-35 42ND   STREET,11104,17,0,17,4000,11760,1931,2,C1,8980000,40.74425686,-73.92224645,15.66594186138368,-1.1634544740182091,9
192,Manhattan,Harlem-Central,02 TWO FAMILY DWELLINGS                    ,1,2050,103,B9,27 HAMILTON TERRACE,10031,2,0,2,1343,3400,1899,1,B9,2000000,40.82243907,-73.94669568,-2.7772571251446387,-0.2874382309384097,4
5659,Brooklyn,Red Hook,30 WAREHOUSES                              ,4,583,30,E9,622 COURT STREET,11231,0,1,1,7500,8325,1920,4,E9,3500000,40.672404799999995,-74.00070355,-1.3956770374083334,7.908255865980986,8
4068,Brooklyn,Dyker Heights,01 ONE FAMILY DWELLINGS                    ,1,5768,2,S1,6727 13TH   AVENUE,11219,1,1,2,1200,2000,1931,1,S1,980000,40.62423075,-74.00329271,-4.116761039133875,-0.5202698407209233,11
6700,Queens,Glendale,02 TWO FAMILY DWELLINGS                    ,1,3600,57,B2,74-48 CYPRESS HILLS STREET,11385,2,0,2,1542,1640,1930,1,B2,536108,40.69948305,-73.88889481,-3.4157960692654483,-1.0721620137154824,1
238,Manhattan,Harlem-Central,07 RENTALS - WALKUP APARTMENTS             ,2,1914,146,C5,132 WEST 130 STREET,10027,11,0,11,1749,2625,1910,2,C5,20000,40.81143679,-73.94445399,5.595629263792127,-5.419253490947945,3
2702,Brooklyn,Bensonhurst,02 TWO FAMILY DWELLINGS                    ,1,6259,21,B2,1634 78TH STREET,11214,2,0,2,2600,2800,1920,1,B2,1350000,40.61398484,-74.00168868,-2.7172396666455247,0.3966475726736677,6
5004,Brooklyn,Greenpoint,07 RENTALS - WALKUP APARTMENTS             ,2B,2691,59,C1,572 MORGAN AVENUE,11222,8,0,8,2500,6500,1928,2,C1,602000,40.72410383,-73.93945505,3.869614243434319,-1.8773198581468344,1
5808,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,865,36,B9,668 59TH STREET,11220,2,0,2,2003,2200,1910,1,B9,1150000,40.63763701,-74.01165571,-3.0499984519495764,-0.3506355512250885,8
3628,Brooklyn,Clinton Hill,01 ONE FAMILY DWELLINGS                    ,1,1961,16,A4,425 CLINTON AVENUE,11238,1,0,1,2483,4910,1899,1,A4,3000,40.68540395,-73.9672474,-3.4208577444075057,1.0361533270930066,9
6442,Queens,East Elmhurst,03 THREE FAMILY DWELLINGS                  ,1,1372,35,C0,25-62 99TH STREET,11369,3,0,3,2338,3480,1925,1,C0,10,40.7629687,-73.87058728,-1.854717500315333,-0.5312874622858126,4
4666,Brooklyn,Flatbush-North,01 ONE FAMILY DWELLINGS                    ,1,4690,10,S1,1093-1095 LINDEN BLVD,11212,1,1,2,950,1200,1931,1,S1,275000,40.65449447,-73.91775033,-4.488614190454398,-1.1838015207001331,6
6927,Queens,Maspeth,01 ONE FAMILY DWELLINGS                    ,1,2386,116,A5,50-15 65TH   STREET,11377,1,0,1,2000,2220,1955,1,A5,730000,40.73652872,-73.90088475,-4.098094805685448,0.08233470788356151,8
6285,Queens,Bayside,03 THREE FAMILY DWELLINGS                  ,1,6328,24,C0,43-04 223RD   STREET,11361,3,0,3,2660,3267,1965,1,C0,1290000,40.76305501,-73.75883481,-1.6306004023723295,0.09164240672681212,11
5282,Brooklyn,Ocean Hill,03 THREE FAMILY DWELLINGS                  ,1,1506,24,C0,684 DECATUR STREET,11233,3,0,3,2000,2700,1910,1,C0,980000,40.68347857,-73.91555999,-1.9809875863291175,-0.7693121546988791,8
5961,Brooklyn,Williamsburg-East,14 RENTALS - 4-10 UNIT                     ,2A,2913,64,S5,943 METROPOLITAN AVENUE,11211,5,1,6,2500,4125,1920,2,S5,620000,40.714586499999996,-73.93779888,0.6119634749239995,-0.9758320347647622,1
123,Manhattan,Greenwich Village-Central,14 RENTALS - 4-10 UNIT                     ,2A,526,61,S4,176 BLEECKER STREET,10012,4,1,5,2140,5040,1900,2,S4,9167000,40.72891426,-74.00077439,1.1522601439615343,2.0668170891371047,4
946,Bronx,Belmont,03 THREE FAMILY DWELLINGS                  ,1,3056,54,C0,539 EAST 187 STREET,10458,3,0,3,1810,2364,1901,1,C0,180000,40.85662354,-73.88952647,-2.2080881906104413,-1.2750762308660804,1
4583,Brooklyn,Flatbush-East,07 RENTALS - WALKUP APARTMENTS             ,2A,4719,71,C2,963 SCHENECTADY AVENUE,11203,6,0,6,3000,5670,1920,2,C2,10,40.64951874,-73.93302811,1.7578113101615451,-0.8693068098570157,1
5353,Brooklyn,Ocean Parkway-North,02 TWO FAMILY DWELLINGS                    ,1,6572,25,B1,1348 EAST 10TH   STREET,11230,2,0,2,2650,2772,1925,1,B1,1510000,40.61631019,-73.96462762,-2.6875087606108967,0.4815362911373416,6
3624,Brooklyn,Clinton Hill,01 ONE FAMILY DWELLINGS                    ,1,1961,16,A4,425 CLINTON AVENUE,11238,1,0,1,2483,4910,1899,1,A4,10,40.68540395,-73.9672474,-3.421341979692633,1.0352565751675695,9
6483,Queens,Elmhurst,03 THREE FAMILY DWELLINGS                  ,1,1495,61,C0,41-58 76TH STREET,11373,3,0,3,2000,2390,1960,1,C0,258570,40.74376988,-73.88897658,-2.1869828562319884,-1.0362691744866601,9
6487,Queens,Elmhurst,03 THREE FAMILY DWELLINGS                  ,1,1521,60,C0,44-19 74TH STREET,11373,3,0,3,2295,3120,1975,1,C0,1300000,40.74089943,-73.89038801,-1.770618538625048,-0.24353161233150586,9
845,Bronx,Baychester,02 TWO FAMILY DWELLINGS                    ,1,4934,14,B1,3919 GRACE AVENUE,10466,2,0,2,1995,2714,1965,1,B1,540000,40.88866524,-73.84399519,-3.0182839633911853,-0.335045584210233,11
3066,Brooklyn,Borough Park,22 STORE BUILDINGS                         ,4,5665,72,K4,815 54TH STREET,11220,4,2,6,2671,8245,1930,4,K4,249374,40.63863387,-74.00555802,0.8068922036715623,0.9093311353942152,11
317,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2,1638,15,C7,137 EAST 110TH STREET,10029,18,2,20,2523,9865,1910,2,C7,5925000,40.79496627,-73.94471987,15.74716058102586,-4.266887351435907,3
6475,Queens,Elmhurst,02 TWO FAMILY DWELLINGS                    ,1,2891,43,B2,84-07 52ND   AVENUE,11373,2,0,2,1900,2004,1901,1,B2,883000,40.73374398,-73.88235035,-3.1514986292131693,-0.5842095721968352,1
606,Manhattan,Upper East Side (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1449,9,C7,315 EAST 74 STREET,10021,17,2,19,2554,8395,1910,2,C7,16500000,40.76979319,-73.95657228,16.142002630342883,-1.0002254170309868,9
4889,Brooklyn,Gravesend,02 TWO FAMILY DWELLINGS                    ,1,6896,6,B9,255 BAY 41ST   STREET,11214,2,0,2,2133,2500,1955,1,B9,990000,40.59201270000001,-73.9909388,-3.0007750323152815,-0.16132975723374215,2
29,Manhattan,Chelsea,14 RENTALS - 4-10 UNIT                     ,2A,716,1,S4,130 TENTH AVENUE,10011,4,1,5,1875,5225,1910,2,S4,10581818,40.74472577,-74.00629456,1.3484364900292871,2.3359115173067506,3
6229,Queens,Astoria,14 RENTALS - 4-10 UNIT                     ,2A,654,95,S3,25-76 STEINWAY STREET,11103,3,1,4,1780,3375,1920,2,S3,1800000,40.76612009,-73.91322826,-1.5178536658803077,-0.4154426629875736,4
7679,Staten Island,Rosebank,01 ONE FAMILY DWELLINGS                    ,1,2859,165,A5,69 DAYNA DRIVE,10305,1,0,1,1428,1516,1985,1,A5,498000,40.61106974,-74.06861534,-4.495417997305583,-0.6507980660248203,1
4383,Brooklyn,Flatbush-Central,02 TWO FAMILY DWELLINGS                    ,1,5165,25,S2,2139 CORTELYOU ROAD,11226,2,1,3,1690,2400,1930,1,S2,997500,40.64406646,-73.95734337,-2.9043208748947253,-0.5035285928226422,6
3812,Brooklyn,Crown Heights,02 TWO FAMILY DWELLINGS                    ,1,1334,51,B9,1621 PACIFIC ST,11213,2,0,2,1667,1848,1905,1,B9,24600,40.67696146,-73.93695238,-3.4034639302821863,-1.079556167265615,3
1881,Bronx,Williamsbridge,01 ONE FAMILY DWELLINGS                    ,1,4696,54,A5,1048 EAST 214 STREET,10469,1,0,1,1710,1800,1945,1,A5,208000,40.87698029999999,-73.85467903,-4.334572841115556,-0.450434493780694,6
5512,Brooklyn,Park Slope,03 THREE FAMILY DWELLINGS                  ,1,959,50,C0,226 SIXTH AVENUE,11215,3,0,3,1417,3016,1901,1,C0,1700000,40.67451432,-73.97862799,-1.9484141412986549,-0.9492651626510108,4
7723,Staten Island,Westerleigh,01 ONE FAMILY DWELLINGS                    ,1,457,117,A5,884 JEWETT AVENUE,10314,1,0,1,748,750,1987,1,A5,250000,40.6149447,-74.13099575,-4.906371566754368,-1.521198908834404,8
2066,Brooklyn,Bay Ridge,02 TWO FAMILY DWELLINGS                    ,1,5912,30,B2,858 72ND STREET,11228,2,0,2,2000,2100,1925,1,B2,950000,40.62778307,-74.01525932,-3.1163261721348845,-0.4306712429333335,11
5773,Brooklyn,Sunset Park,02 TWO FAMILY DWELLINGS                    ,1,764,51,B9,359 48TH STREET,11220,2,0,2,2003,2390,1910,1,B9,892000,40.64800296,-74.01204727,-3.0448883052660096,-0.3700611181755044,9
4661,Brooklyn,Flatbush-Lefferts Garden,08 RENTALS - ELEVATOR APARTMENTS           ,2,5024,14,D1,65 OCEAN AVENUE,11225,40,0,40,11000,44316,1925,2,D1,14250000,40.66150984,-73.96292686,48.60008204378693,4.25577294790529,11
6815,Queens,Jackson Heights,03 THREE FAMILY DWELLINGS                  ,1,969,30,C0,21-58 74TH STREET,11370,3,0,3,2000,2508,1970,1,C0,20000,40.76852055,-73.89533633,-2.198039747625615,-1.0628304763282828,4
308,Manhattan,Harlem-East,07 RENTALS - WALKUP APARTMENTS             ,2B,1631,47,C4,168 EAST 104 STREET,10029,8,0,8,2523,6704,1910,2,C4,6800000,40.79064784,-73.94663216,4.950022722071417,0.048298897363268437,3
7081,Queens,Queens Village,02 TWO FAMILY DWELLINGS                    ,1,10676,21,B1,88-09 216TH   STREET,11427,2,0,2,2200,2227,1955,1,B1,630000,40.72725556,-73.74807035,-3.0896476048194104,-0.2980594937102024,7
6851,Queens,Jamaica,02 TWO FAMILY DWELLINGS                    ,1,9619,35,S2,138-11 JAMAICA AVE,11435,2,1,3,1688,2870,1931,1,S2,1080000,40.70254642,-73.8148446,-2.775771641018502,-0.3377914192575561,2
2922,Brooklyn,Borough Park,02 TWO FAMILY DWELLINGS                    ,1,5682,8,B1,5505 11TH AVENUE,11219,2,0,2,2467,2644,1925,1,B1,1450000,40.63416789,-74.00012094,-2.774383184745152,0.2731407072245436,11
515,Manhattan,Midtown East,22 STORE BUILDINGS                         ,4,1326,30,K4,244 EAST 53RD   STREET,10022,1,2,3,1895,3350,1900,4,K4,5500000,40.75699774,-73.96776259999999,-2.6076037451223644,1.8746715616207812,4
2550,Brooklyn,Bedford Stuyvesant,07 RENTALS - WALKUP APARTMENTS             ,2A,1616,72,C3,893A GREENE AVENUE,11221,4,0,4,1700,2856,1899,2,C3,1525000,40.69066613,-73.93194063,-0.9582296481515232,-1.33373062440096,8
163,Manhattan,Greenwich Village-West,22 STORE BUILDINGS                         ,4,611,69,K4,139 WEST 10TH   STREET,10014,2,1,3,2090,4224,1880,4,K4,6856750,40.73460534,-74.00073807,-1.3666712452830647,2.100122065544645,3
7106,Queens,Rego Park,02 TWO FAMILY DWELLINGS                    ,1,3143,50,B1,85-106 66TH AVENUE,11374,2,0,2,1992,2042,2002,1,B1,945000,40.71944271,-73.85936391,-3.162298000372341,-0.3908241688669291,1
2543,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1970,60,C0,71 QUINCY STREET,11238,3,0,3,3158,3780,1900,1,C0,2200000,40.68607043,-73.95833718,-1.1939764303583196,0.8804655457975942,8
782,Manhattan,Washington Heights Upper,14 RENTALS - 4-10 UNIT                     ,2A,2166,53,S5,603 WEST 185TH STREET,10033,5,1,6,1450,5050,1911,2,S5,2000000,40.85193293,-73.93250854,0.7881278840947861,-1.1598997825384332,8
1805,Bronx,Throgs Neck,03 THREE FAMILY DWELLINGS                  ,1,5596,76,C0,237 BALCOM AVENUE,10465,3,0,3,2333,3298,1999,1,C0,770000,40.81508953,-73.822298,-1.8050801016629625,-0.2958703290529981,6
2454,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1653,9,C0,143 PATCHEN AVENUE,11221,3,0,3,1600,2988,1899,1,C0,685000,40.68653876,-73.92675736,-2.0666711388261034,-1.112247606352372,3
7372,Queens,Sunnyside,02 TWO FAMILY DWELLINGS                    ,1,129,38,B1,39-14 51ST   STREET,11377,2,0,2,1900,1926,1935,1,B1,965000,40.74834023,-73.91295648,-3.1703240860382964,-0.5533190086994229,9
7548,Staten Island,Great Kills,01 ONE FAMILY DWELLINGS                    ,1,4447,4,A9,7D REVERE LANE,10306,1,0,1,936,960,1986,1,A9,322000,40.56935717,-74.14997514,-4.7991386591358225,-1.280600290588449,1
6455,Queens,Elmhurst,01 ONE FAMILY DWELLINGS                    ,1,2481,67,A5,52-48 71ST   STREET,11378,1,0,1,1710,1980,1955,1,A5,760000,40.73214404,-73.89307603,-4.232915682455538,-0.2231020649947333,8
1587,Bronx,Parkchester,07 RENTALS - WALKUP APARTMENTS             ,2,3899,37,C7,1475 TAYLOR AVENUE,10460,20,5,25,4600,19625,1930,2,C7,4500000,40.83747736,-73.86639656,21.02291931654568,-0.7866258669770165,5
1140,Bronx,Highbridge/Morris Heights,02 TWO FAMILY DWELLINGS                    ,1,2870,12,B2,1998 GRAND AVENUE,10453,2,0,2,2250,2846,1925,1,B2,400000,40.85290278,-73.91034779,-2.921073444621465,-0.1588779734230075,5
4362,Brooklyn,Flatbush-Central,01 ONE FAMILY DWELLINGS                    ,1,5086,82,A5,14 MARTENSE COURT,11226,1,0,1,1820,1844,1930,1,A5,1480000,40.65165386,-73.95799782,-4.116792591000082,0.021116703094212663,6
1217,Bronx,Kingsbridge Hts/Univ Hts,07 RENTALS - WALKUP APARTMENTS             ,2B,3225,171,C4,2323 LORING PLACE,10468,8,0,8,3742,10772,1912,2,C4,43000,40.86230983,-73.90794668,5.1727377325856265,0.2754830105588413,0
914,Bronx,Bedford Park/Norwood,03 THREE FAMILY DWELLINGS                  ,1,3322,5,C0,3124 JEROME AVENUE,10468,3,0,3,1650,2400,1930,1,C0,645000,40.87556199,-73.88841307,-2.1809086199530534,-1.232456179559695,0
5387,Brooklyn,Ocean Parkway-South,02 TWO FAMILY DWELLINGS                    ,1,7131,25,B2,2218 EAST 5TH STREET,11223,2,0,2,2500,3960,1920,1,B2,1825000,40.59630302,-73.96662553,-2.398655142336178,0.8079916714768868,2
5877,Brooklyn,Sunset Park,14 RENTALS - 4-10 UNIT                     ,2A,680,47,S4,898 4TH AVENUE,11232,4,1,5,1613,3900,1940,2,S4,2000000,40.65612816,-74.00266145,-0.4608386556656149,-0.834373851204975,8
7496,Queens,Woodside,22 STORE BUILDINGS                         ,4,1322,73,K2,53-22 ROOSEVELT AVENUE,11377,0,2,2,2230,4440,1931,4,K2,1500000,40.74458706,-73.91098612,-3.8980891521415186,1.827612035215539,8
4711,Brooklyn,Flatbush-North,03 THREE FAMILY DWELLINGS                  ,1,4666,48,C0,991 WILLMOHR STREET,11212,3,0,3,2000,3440,1950,1,C0,645000,40.65500956,-73.92090731,-1.885823681362502,-0.6104947664666298,11
2438,Brooklyn,Bedford Stuyvesant,03 THREE FAMILY DWELLINGS                  ,1,1631,28,C0,726A QUINCY STREET,11221,3,0,3,1800,2880,1899,1,C0,10000,40.68912005,-73.93104939,-2.144514378352804,-1.1810591470401877,8
1741,Bronx,Soundview,07 RENTALS - WALKUP APARTMENTS             ,2A,3713,49,C2,1039 ELDER AVE,10472,5,0,5,2500,3240,1928,2,C2,585000,40.82506393,-73.8783982,0.18807260514757726,-1.3236207940144673,5
6740,Queens,Glendale,07 RENTALS - WALKUP APARTMENTS             ,2A,3688,79,C3,71-19 71ST   PLACE,11385,4,0,4,2500,3450,1931,2,C3,1100000,40.70422623,-73.88002126,-0.6770798472142776,-0.5878848483225608,1
6308,Queens,Cambria Heights,01 ONE FAMILY DWELLINGS                    ,1,12778,129,A5,119-14 219TH STREET,11411,1,0,1,1800,1836,1950,1,A5,240000,40.69166388,-73.74302208,-4.336775265910384,-0.3550570216559061,2
